app_release_date,appid,author.avatar,author.last_played,author.num_games_owned,author.num_reviews,author.persona_status,author.personaname,author.playtime_at_review,author.playtime_forever,author.playtime_last_two_weeks,author.profile_url,author.steamid,comment_count,csgo_disclaimer,language,primarily_steam_deck,reactions,received_for_free,recommendation_id,recommendationid,refunded,review,steam_purchase,timestamp_created,timestamp_updated,voted_up,votes_funny,votes_up,weighted_vote_score,written_during_early_access
1760036400,2897760,https://avatars.akamai.steamstatic.com/562dc5ba4c4d94028655daa5f67a00c61c035aef.jpg,1762571557,0,1,offline,飞翔的白老鼠,146,665,0,https://steamcommunity.com/profiles/76561199538246089/,76561199538246089,19,False,schinese,False,"[{'reaction_type': 13, 'count': 8}, {'reaction_type': 16, 'count': 4}, {'reaction_type': 17, 'count': 2}, {'reaction_type': 15, 'count': 1}, {'reaction_type': 1, 'count': 1}, {'reaction_type': 6, 'count': 1}, {'reaction_type': 7, 'count': 1}, {'reaction_type': 12, 'count': 1}]",False,190099516,190099516,False,拜托新增后庭花和花蕊、花宫的内透视，内设后玩家可以选择不拔出来，并且可以继续活塞运动，一直设京，直到女角色西瓜肚，或者外设的豆汁不会马上消失，射击过程中玩家可以调整射击弹道，改变设京角度，让玩家在古代也能体验一下第一人称射击游戏（不是），多次外设后能够让女角色全身都是战斗后的痕迹，这样光是想一想就觉得老北京鸡肉卷要社保了！,True,1741883064,1741883064,True,47,369,0.963057756423950195,True
1760036400,2897760,https://avatars.akamai.steamstatic.com/0b23ba2a11f2860e51957c4e0779917389e5d28e.jpg,1754646456,81,12,in-game,双面龟,111,397,0,https://steamcommunity.com/profiles/76561198950713657/,76561198950713657,0,False,schinese,False,"[{'reaction_type': 16, 'count': 1}, {'reaction_type': 5, 'count': 1}, {'reaction_type': 7, 'count': 1}, {'reaction_type': 12, 'count': 1}, {'reaction_type': 18, 'count': 1}]",False,196373219,196373219,False,是的，3d版的乡村狂想曲，还有雀魂的婚人，还有不双修就去世的古风，要是你问我还有什么缺陷，那我还是那句话，一只手键盘一只手鼠标，我哪来的手炉管,True,1749036279,1749036460,True,145,311,0.9579506516456604,True
1760036400,2897760,https://avatars.akamai.steamstatic.com/07a3f49a30911dd9c4db571848e9dd7f3a883eb4.jpg,1772297848,0,7,offline,夜之心,679,1249,67,https://steamcommunity.com/profiles/76561199241187806/,76561199241187806,0,False,schinese,False,"[{'reaction_type': 16, 'count': 2}, {'reaction_type': 4, 'count': 1}]",False,179031039,179031039,False,很早就买了，作者是真的用心在做的，更新一直没停过，黑猴最火的时候作者都愿意抽时间更新内容，就冲这认真劲儿，必须给个赞,True,1731630375,1731630375,True,33,235,0.951973199844360352,True
1760036400,2897760,https://avatars.akamai.steamstatic.com/6e9c63796c98e93e85b3f36f6f9abc5a3a477fa3.jpg,1760000754,0,1,offline,泥粑粑,378,640,0,https://steamcommunity.com/profiles/76561198962284195/,76561198962284195,0,False,schinese,False,"[{'reaction_type': 16, 'count': 1}]",False,193366880,193366880,False,牛逼，好好做，东方黄油就靠你们了，想支持一下，怎么打赏？或者出点Dlc吧 绝对买,True,1745357405,1745357405,True,22,214,0.941735804080963135,True
1760036400,2897760,https://avatars.akamai.steamstatic.com/c68736adc41ad02e15a32f23641eb5c17b40c52b.jpg,1757919880,352,164,offline,沫鈊,528,528,0,https://steamcommunity.com/id/MX-moxin/,76561199404704495,0,False,schinese,False,"[{'reaction_type': 6, 'count': 2}]",False,204381202,204381202,False,"《极品采花郎》是一款国风恋爱模拟游戏。（文末附金手指作弊码，游戏中未列出的）

剧情中我们主角追求女神许久，终于在自己花费大量金钱后答应和自己约会，却落入河里魂穿到了异世界的一家医馆杂役铁柱的身上，我们为了回到原世界而开始攻略身边的女角色。

游戏中目前共有7为可攻略女角色，
师姐 崔莺ㄦ、师妹 菁萫、厨娘 彤姨、慕容家嫡长女 慕容嫣、花魁 绯燕、流影宗宗主关门弟子 玄霜、皇妃 南宫翎。
后3个角色需要师姐的剧情过完后才解锁，而师姐相当于就是主线的一个结局——我们在这世界死去，并回到了原先的世界。
在黄油里迫不及防的来了一个刀，没能防住，还是被小刀了一下。

不过里面很多剧情都及其抽象，玩着玩着就忍不住笑了。

总的说，价格虽然有点贵，但还算是物有所值吧。


隐藏的作弊码
TestItemGet 增加各种资源90个
AD_CB_RP_Upgrade 永久增加体力2点
AD_BA_Item_1 恢复体力15%
AD_BA_Item_2 恢复体力30%
AD_BA_Item_3 恢复体力50%
AD_EB_MoveSpdUp1 速度提升30%

游戏中给出的（方便复制粘贴）
钱币+10000 指令:Gold
铜矿石+10 指令:Copper
银矿石+10 指令：Silver
秘制咖啡+30 指令:CuiYiner
秘制鸡精+30 指令:Tong
秘制药丸+30 指令:Jingjing
秘制墨水+30 指令:MurongYan
秘制龙舌兰+30 指令:FeiYan
秘制红驴+30 指令:XuanShuang
秘制精油+30 指令:NangongLing
瞬移到码头 指令:SetPosition
茄子炖鱼+5 指令:Food",True,1757919837,1757920125,True,4,169,0.937658846378326416,True
1760036400,2897760,https://avatars.akamai.steamstatic.com/f86f33ac56d52d2a78f27c30729dd1112acad750.jpg,1761057233,0,406,online,我想成为马猴烧酒,397,397,0,https://steamcommunity.com/profiles/76561198848079607/,76561198848079607,0,False,schinese,False,"[{'reaction_type': 16, 'count': 2}, {'reaction_type': 14, 'count': 1}, {'reaction_type': 21, 'count': 1}]",False,203162831,203162831,False,"游戏名：极品采花郎。 国产游戏‌，由Salamander Interactive团队开发，中国本土黄油。

简评：古风后宫男主爽文3D类游戏，在一众小黄油里-此作画风精美/建模细腻/H事件与体位贼多，在加上国内这个环境制作本土黄油实属不易，本作目前进度已接近完成就差结局，待作者更新结局后即是完毕之作，60元不亏的，支持国产。

搭配以下隐藏的作弊码，事半功倍。

隐藏作弊码：
TestItemGet 增加各种资源90个   
AD_CB_RP_Upgrade 永久增加体力2点
AD_BA_Item_1 恢复体力15%
AD_BA_Item_2 恢复体力30%
AD_BA_Item_3 恢复体力50%
AD_EB_MoveSpdUp1 速度提升30%

推荐等级：⭐⭐⭐⭐ ⭐

本作现已完结，撒花*★,°*:.☆(￣▽￣)/$:*.°★* 。
",True,1756536881,1761057831,True,2,170,0.937007784843444824,True
1760036400,2897760,https://avatars.akamai.steamstatic.com/247b08bb8a0a1da2ec81ec9b4a5f37f900d76d31.jpg,1756813236,0,3,offline,猫,730,730,0,https://steamcommunity.com/profiles/76561198840122939/,76561198840122939,0,False,schinese,False,"[{'reaction_type': 16, 'count': 1}]",False,196726438,196726438,False,剧情似乎是用牛子想出来的，但是涩涩内容确实是用牛子想出来的。剧情确实脑瘫，不过牛子说他是好游戏 那他就是。,True,1749398026,1771057119,True,89,194,0.93691098690032959,True
1760036400,2897760,https://avatars.akamai.steamstatic.com/f09cb86cf5773d7432383c33cf351c26bcea5e82.jpg,1771297674,72,11,offline,Ink,727,1123,17,https://steamcommunity.com/profiles/76561199203178789/,76561199203178789,1,False,schinese,False,"[{'reaction_type': 8, 'count': 2}, {'reaction_type': 14, 'count': 1}, {'reaction_type': 1, 'count': 1}, {'reaction_type': 6, 'count': 1}, {'reaction_type': 7, 'count': 1}, {'reaction_type': 12, 'count': 1}]",False,181465079,181465079,False,"（制作者能不能解锁下后门的玩法，这真的对我很重要）
最新评论：爱死你了作者，其他女角色快快加入后门玩法",True,1733122568,1737495062,True,119,380,0.935137748718261719,True
1760036400,2897760,https://avatars.akamai.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb.jpg,1748025624,0,5,offline,Maxwell,61,1062,0,https://steamcommunity.com/profiles/76561198835926881/,76561198835926881,0,False,tchinese,False,"[{'reaction_type': 13, 'count': 2}, {'reaction_type': 17, 'count': 1}]",False,174502407,174502407,False,"作弊器:
[spoiler] 
錢10000
AddItemGold
10 銅
AddItemCopper
10銀
AddItemSilver
飲品
AddItemCuiYiner
雞精
AddItemTong
藥丸
AddItemJingjing
墨水
AddItemMurongYan
 [/spoiler]
",True,1725779102,1725779102,True,1,125,0.918103516101837158,True
1760036400,2897760,https://avatars.akamai.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb.jpg,1761276956,0,108,offline,GrailQuest,1586,2002,0,https://steamcommunity.com/id/GrailQuest/,76561198064496726,0,False,english,False,"[{'reaction_type': 15, 'count': 4}, {'reaction_type': 6, 'count': 4}, {'reaction_type': 11, 'count': 1}, {'reaction_type': 13, 'count': 1}, {'reaction_type': 9, 'count': 1}, {'reaction_type': 14, 'count': 1}, {'reaction_type': 22, 'count': 1}, {'reaction_type': 1, 'count': 1}]",False,181373690,181373690,False,"Basically this is cozy life sim + harem game.
Of course you bought it for the sex, and you can get it very early in the game just by meeting various eligible women, then going to sleep and using the Dream function to have a wet dream about them. At that starting stage of the game you get one position, no outfits, simple camera controls.
If you want something more complex and with more positions, try MIGI Studios games like Perfect Lover, Succubus Cafe, or Sex Formula. But those have basically no story and also no cozy life sim elements.
If you actually don't  want the life sim stuff and just want to build a harem, there's a cheat menu to get various items you'd normally have to craft or buy.

Aside from the sex part, the very best part of the game is actually the story. It's a really good mix of cheeky and funny and exciting and touching. Really worth playing through all the stories.

The life sim part of the game is very relaxed. Time seems to pass only when you are doing significant actions like harvesting or dating actions and not meaningless actions like moving around so you can instead proceed with gameplay at your own pace. This makes it much more relaxed and cozy IMO than games like My Life At Portia or Wylde Flowers where you barely have time to do anything useful in a day.

Also there's no need to equip the correct tool to do things as you automatically use what you need when you interact with most nodes.

If you run around talking to people you can easily end up with what feels like an overwhelming amount of quests, so just get your tools and take the game slowly. You'll end up needing to raise affection with the various girls slowly (unless you use the built-in cheat menu) so there's no point just filling up your quest list right away.

Even from the initial story quests, the stories right away feel interesting and intriguing, and that's quite hard to find in any game.

Models are OK quality, animation is OK simple repetitive loops until climax, audio is decent, girls kind of look the same. If you want higher quality models and animation you'd end up with a game that needs superior hardware and probably a much higher production budget. Overall, graphics appear dated primarily because of the monotone textures on characters.
But at the the same time, there aren't many games that are both cozy sim plus harem plus sex scenes with camera control.",True,1733079610,1740107372,True,5,141,0.914808154106140137,True
